duration_in_minutes,total_cases_produced_for_day,total_cases_shipped_for_day,line_LOU1,line_LOU2,line_LOU3,line_LOU4,line_LOU5,item_type_SHRF,item_type_LABL,storage_location_type_RSR,storage_location_type_SSR
20.03,51087.0,177357,1,0,0,0,0,1,0,0,1
20.03,58020.0,177357,1,0,0,0,0,1,0,0,1
20.03,995494.0,177357,1,0,0,0,0,1,0,0,1
80.7,51087.0,177357,0,0,1,0,0,1,0,0,1
80.7,58020.0,177357,0,0,1,0,0,1,0,0,1
80.7,995494.0,177357,0,0,1,0,0,1,0,0,1
9.25,51087.0,177357,0,0,1,0,0,1,0,1,0
9.25,58020.0,177357,0,0,1,0,0,1,0,1,0
9.25,995494.0,177357,0,0,1,0,0,1,0,1,0
20.38,64084.0,212198,1,0,0,0,0,1,0,1,0
20.38,60221.0,212198,1,0,0,0,0,1,0,1,0
20.38,0.0,212198,1,0,0,0,0,1,0,1,0
20.38,46016.0,212198,1,0,0,0,0,1,0,1,0
21.32,64084.0,212198,1,0,0,0,0,1,0,1,0
21.32,60221.0,212198,1,0,0,0,0,1,0,1,0
21.32,0.0,212198,1,0,0,0,0,1,0,1,0
21.32,46016.0,212198,1,0,0,0,0,1,0,1,0
26.73,64084.0,212198,1,0,0,0,0,1,0,0,1
26.73,60221.0,212198,1,0,0,0,0,1,0,0,1
26.73,0.0,212198,1,0,0,0,0,1,0,0,1
26.73,46016.0,212198,1,0,0,0,0,1,0,0,1
24.82,64084.0,212198,1,0,0,0,0,1,0,1,0
24.82,60221.0,212198,1,0,0,0,0,1,0,1,0
24.82,0.0,212198,1,0,0,0,0,1,0,1,0
24.82,46016.0,212198,1,0,0,0,0,1,0,1,0
23.87,64084.0,212198,1,0,0,0,0,1,0,0,1
23.87,60221.0,212198,1,0,0,0,0,1,0,0,1
23.87,0.0,212198,1,0,0,0,0,1,0,0,1
23.87,46016.0,212198,1,0,0,0,0,1,0,0,1
32.13,64084.0,212198,1,0,0,0,0,1,0,0,1
32.13,60221.0,212198,1,0,0,0,0,1,0,0,1
32.13,0.0,212198,1,0,0,0,0,1,0,0,1
32.13,46016.0,212198,1,0,0,0,0,1,0,0,1
6.32,34765.0,199404,1,0,0,0,0,1,0,0,1
6.32,28178.0,199404,1,0,0,0,0,1,0,0,1
6.32,30296.0,199404,1,0,0,0,0,1,0,0,1
6.32,673728.0,199404,1,0,0,0,0,1,0,0,1
6.32,10581.0,199404,1,0,0,0,0,1,0,0,1
22.75,34765.0,199404,1,0,0,0,0,1,0,1,0
22.75,28178.0,199404,1,0,0,0,0,1,0,1,0
22.75,30296.0,199404,1,0,0,0,0,1,0,1,0
22.75,673728.0,199404,1,0,0,0,0,1,0,1,0
22.75,10581.0,199404,1,0,0,0,0,1,0,1,0
20.82,51087.0,177357,0,0,1,0,0,1,0,1,0
20.82,58020.0,177357,0,0,1,0,0,1,0,1,0
20.82,995494.0,177357,0,0,1,0,0,1,0,1,0
22.23,138307.0,199623,0,0,1,0,0,1,0,0,1
22.23,57336.0,199623,0,0,1,0,0,1,0,0,1
22.23,23552.0,199623,0,0,1,0,0,1,0,0,1
22.23,190910.0,199623,0,0,1,0,0,1,0,0,1
22.23,93987.0,199623,0,0,1,0,0,1,0,0,1
22.75,138307.0,199623,1,0,0,0,0,1,0,0,1
22.75,57336.0,199623,1,0,0,0,0,1,0,0,1
22.75,23552.0,199623,1,0,0,0,0,1,0,0,1
22.75,190910.0,199623,1,0,0,0,0,1,0,0,1
22.75,93987.0,199623,1,0,0,0,0,1,0,0,1
38.23,138307.0,199623,1,0,0,0,0,1,0,0,1
38.23,57336.0,199623,1,0,0,0,0,1,0,0,1
38.23,23552.0,199623,1,0,0,0,0,1,0,0,1
38.23,190910.0,199623,1,0,0,0,0,1,0,0,1
38.23,93987.0,199623,1,0,0,0,0,1,0,0,1
10.3,86068.0,177684,1,0,0,0,0,1,0,1,0
10.3,47544.0,177684,1,0,0,0,0,1,0,1,0
10.3,109672.0,177684,1,0,0,0,0,1,0,1,0
17.97,86068.0,177684,1,0,0,0,0,1,0,1,0
17.97,47544.0,177684,1,0,0,0,0,1,0,1,0
17.97,109672.0,177684,1,0,0,0,0,1,0,1,0
30.42,86068.0,177684,1,0,0,0,0,1,0,0,1
30.42,47544.0,177684,1,0,0,0,0,1,0,0,1
30.42,109672.0,177684,1,0,0,0,0,1,0,0,1
9.9,99732.0,222222,1,0,0,0,0,1,0,1,0
9.9,66682.0,222222,1,0,0,0,0,1,0,1,0
9.9,165167.0,222222,1,0,0,0,0,1,0,1,0
9.9,53647.0,222222,1,0,0,0,0,1,0,1,0
7.52,99732.0,222222,1,0,0,0,0,1,0,1,0
7.52,66682.0,222222,1,0,0,0,0,1,0,1,0
7.52,165167.0,222222,1,0,0,0,0,1,0,1,0
7.52,53647.0,222222,1,0,0,0,0,1,0,1,0
11.08,78632.0,195942,1,0,0,0,0,1,0,0,1
11.08,55992.0,195942,1,0,0,0,0,1,0,0,1
11.08,588377.0,195942,1,0,0,0,0,1,0,0,1
11.08,10346.0,195942,1,0,0,0,0,1,0,0,1
9.5,78632.0,195942,1,0,0,0,0,1,0,0,1
9.5,55992.0,195942,1,0,0,0,0,1,0,0,1
9.5,588377.0,195942,1,0,0,0,0,1,0,0,1
9.5,10346.0,195942,1,0,0,0,0,1,0,0,1
9.43,78632.0,195942,1,0,0,0,0,1,0,0,1
9.43,55992.0,195942,1,0,0,0,0,1,0,0,1
9.43,588377.0,195942,1,0,0,0,0,1,0,0,1
9.43,10346.0,195942,1,0,0,0,0,1,0,0,1
7.18,78632.0,195942,1,0,0,0,0,1,0,1,0
7.18,55992.0,195942,1,0,0,0,0,1,0,1,0
7.18,588377.0,195942,1,0,0,0,0,1,0,1,0
7.18,10346.0,195942,1,0,0,0,0,1,0,1,0
9.6,500315.0,279348,1,0,0,0,0,1,0,1,0
9.6,69875.0,279348,1,0,0,0,0,1,0,1,0
9.6,45752.0,279348,1,0,0,0,0,1,0,1,0
9.6,288094.0,279348,1,0,0,0,0,1,0,1,0
7.15,500315.0,279348,1,0,0,0,0,1,0,1,0
7.15,69875.0,279348,1,0,0,0,0,1,0,1,0
7.15,45752.0,279348,1,0,0,0,0,1,0,1,0
7.15,288094.0,279348,1,0,0,0,0,1,0,1,0
20.88,500315.0,279348,1,0,0,0,0,1,0,1,0
20.88,69875.0,279348,1,0,0,0,0,1,0,1,0
20.88,45752.0,279348,1,0,0,0,0,1,0,1,0
20.88,288094.0,279348,1,0,0,0,0,1,0,1,0
110.77,72605.0,189108,1,0,0,0,0,1,0,0,1
110.77,72598.0,189108,1,0,0,0,0,1,0,0,1
110.77,235111.0,189108,1,0,0,0,0,1,0,0,1
9.13,72605.0,189108,0,0,1,0,0,1,0,0,1
9.13,72598.0,189108,0,0,1,0,0,1,0,0,1
9.13,235111.0,189108,0,0,1,0,0,1,0,0,1
27.08,113586.0,226608,0,0,1,0,0,1,0,1,0
27.08,32465.0,226608,0,0,1,0,0,1,0,1,0
27.08,55336.0,226608,0,0,1,0,0,1,0,1,0
27.08,719136.0,226608,0,0,1,0,0,1,0,1,0
27.08,89396.0,226608,0,0,1,0,0,1,0,1,0
8.38,113586.0,226608,1,0,0,0,0,1,0,0,1
8.38,32465.0,226608,1,0,0,0,0,1,0,0,1
8.38,55336.0,226608,1,0,0,0,0,1,0,0,1
8.38,719136.0,226608,1,0,0,0,0,1,0,0,1
8.38,89396.0,226608,1,0,0,0,0,1,0,0,1
12.9,113586.0,226608,1,0,0,0,0,1,0,0,1
12.9,32465.0,226608,1,0,0,0,0,1,0,0,1
12.9,55336.0,226608,1,0,0,0,0,1,0,0,1
12.9,719136.0,226608,1,0,0,0,0,1,0,0,1
12.9,89396.0,226608,1,0,0,0,0,1,0,0,1
17.25,113586.0,226608,0,0,1,0,0,1,0,0,1
17.25,32465.0,226608,0,0,1,0,0,1,0,0,1
17.25,55336.0,226608,0,0,1,0,0,1,0,0,1
17.25,719136.0,226608,0,0,1,0,0,1,0,0,1
17.25,89396.0,226608,0,0,1,0,0,1,0,0,1
6.62,45722.0,214487,0,0,1,0,0,1,0,0,1
6.62,13416.0,214487,0,0,1,0,0,1,0,0,1
6.62,718080.0,214487,0,0,1,0,0,1,0,0,1
16.58,45722.0,214487,1,0,0,0,0,1,0,0,1
16.58,13416.0,214487,1,0,0,0,0,1,0,0,1
16.58,718080.0,214487,1,0,0,0,0,1,0,0,1
9.97,45722.0,214487,0,0,1,0,0,1,0,0,1
9.97,13416.0,214487,0,0,1,0,0,1,0,0,1
9.97,718080.0,214487,0,0,1,0,0,1,0,0,1
48.43,45722.0,214487,1,0,0,0,0,1,0,0,1
48.43,13416.0,214487,1,0,0,0,0,1,0,0,1
48.43,718080.0,214487,1,0,0,0,0,1,0,0,1
30.72,45722.0,214487,0,0,1,0,0,1,0,0,1
30.72,13416.0,214487,0,0,1,0,0,1,0,0,1
30.72,718080.0,214487,0,0,1,0,0,1,0,0,1
37.45,45722.0,214487,1,0,0,0,0,1,0,0,1
37.45,13416.0,214487,1,0,0,0,0,1,0,0,1
37.45,718080.0,214487,1,0,0,0,0,1,0,0,1
153.53,45722.0,214487,1,0,0,0,0,1,0,0,1
153.53,13416.0,214487,1,0,0,0,0,1,0,0,1
153.53,718080.0,214487,1,0,0,0,0,1,0,0,1
10.6,45722.0,214487,1,0,0,0,0,1,0,1,0
10.6,13416.0,214487,1,0,0,0,0,1,0,1,0
10.6,718080.0,214487,1,0,0,0,0,1,0,1,0
8.82,45722.0,214487,0,0,1,0,0,1,0,1,0
8.82,13416.0,214487,0,0,1,0,0,1,0,1,0
8.82,718080.0,214487,0,0,1,0,0,1,0,1,0
19.87,42530.0,171420,1,0,0,0,0,1,0,1,0
19.87,67171.0,171420,1,0,0,0,0,1,0,1,0
19.87,123858.0,171420,1,0,0,0,0,1,0,1,0
19.87,630080.0,171420,1,0,0,0,0,1,0,1,0
15.72,42530.0,171420,1,0,0,0,0,1,0,0,1
15.72,67171.0,171420,1,0,0,0,0,1,0,0,1
15.72,123858.0,171420,1,0,0,0,0,1,0,0,1
15.72,630080.0,171420,1,0,0,0,0,1,0,0,1
11.15,500315.0,279348,1,0,0,0,0,1,0,0,1
11.15,69875.0,279348,1,0,0,0,0,1,0,0,1
11.15,45752.0,279348,1,0,0,0,0,1,0,0,1
11.15,288094.0,279348,1,0,0,0,0,1,0,0,1
73.82,500315.0,279348,1,0,0,0,0,1,0,0,1
73.82,69875.0,279348,1,0,0,0,0,1,0,0,1
73.82,45752.0,279348,1,0,0,0,0,1,0,0,1
73.82,288094.0,279348,1,0,0,0,0,1,0,0,1
15.47,500315.0,279348,1,0,0,0,0,1,0,0,1
15.47,69875.0,279348,1,0,0,0,0,1,0,0,1
15.47,45752.0,279348,1,0,0,0,0,1,0,0,1
15.47,288094.0,279348,1,0,0,0,0,1,0,0,1
7.82,500315.0,279348,1,0,0,0,0,1,0,1,0
7.82,69875.0,279348,1,0,0,0,0,1,0,1,0
7.82,45752.0,279348,1,0,0,0,0,1,0,1,0
7.82,288094.0,279348,1,0,0,0,0,1,0,1,0
11.78,77768.0,234826,1,0,0,0,0,1,0,1,0
11.78,95914.0,234826,1,0,0,0,0,1,0,1,0
11.78,816563.0,234826,1,0,0,0,0,1,0,1,0
11.78,44990.0,234826,1,0,0,0,0,1,0,1,0
7.78,77768.0,234826,1,0,0,0,0,1,0,0,1
7.78,95914.0,234826,1,0,0,0,0,1,0,0,1
7.78,816563.0,234826,1,0,0,0,0,1,0,0,1
7.78,44990.0,234826,1,0,0,0,0,1,0,0,1
14.63,77768.0,234826,1,0,0,0,0,1,0,1,0
14.63,95914.0,234826,1,0,0,0,0,1,0,1,0
14.63,816563.0,234826,1,0,0,0,0,1,0,1,0
14.63,44990.0,234826,1,0,0,0,0,1,0,1,0
59.43,77768.0,234826,1,0,0,0,0,1,0,0,1
59.43,95914.0,234826,1,0,0,0,0,1,0,0,1
59.43,816563.0,234826,1,0,0,0,0,1,0,0,1
59.43,44990.0,234826,1,0,0,0,0,1,0,0,1
71.38,77768.0,234826,1,0,0,0,0,1,0,1,0
71.38,95914.0,234826,1,0,0,0,0,1,0,1,0
71.38,816563.0,234826,1,0,0,0,0,1,0,1,0
71.38,44990.0,234826,1,0,0,0,0,1,0,1,0
94.42,77768.0,234826,1,0,0,0,0,1,0,1,0
94.42,95914.0,234826,1,0,0,0,0,1,0,1,0
94.42,816563.0,234826,1,0,0,0,0,1,0,1,0
94.42,44990.0,234826,1,0,0,0,0,1,0,1,0
43.53,77768.0,234826,1,0,0,0,0,1,0,1,0
43.53,95914.0,234826,1,0,0,0,0,1,0,1,0
43.53,816563.0,234826,1,0,0,0,0,1,0,1,0
43.53,44990.0,234826,1,0,0,0,0,1,0,1,0
11.05,77768.0,234826,1,0,0,0,0,1,0,1,0
11.05,95914.0,234826,1,0,0,0,0,1,0,1,0
11.05,816563.0,234826,1,0,0,0,0,1,0,1,0
11.05,44990.0,234826,1,0,0,0,0,1,0,1,0
54.28,82078.0,206904,1,0,0,0,0,1,0,0,1
54.28,75020.0,206904,1,0,0,0,0,1,0,0,1
54.28,899712.0,206904,1,0,0,0,0,1,0,0,1
54.28,90302.0,206904,1,0,0,0,0,1,0,0,1
17.22,82078.0,206904,1,0,0,0,0,1,0,0,1
17.22,75020.0,206904,1,0,0,0,0,1,0,0,1
17.22,899712.0,206904,1,0,0,0,0,1,0,0,1
17.22,90302.0,206904,1,0,0,0,0,1,0,0,1
5.72,82078.0,206904,1,0,0,0,0,1,0,0,1
5.72,75020.0,206904,1,0,0,0,0,1,0,0,1
5.72,899712.0,206904,1,0,0,0,0,1,0,0,1
5.72,90302.0,206904,1,0,0,0,0,1,0,0,1
7.43,82078.0,206904,1,0,0,0,0,1,0,0,1
7.43,75020.0,206904,1,0,0,0,0,1,0,0,1
7.43,899712.0,206904,1,0,0,0,0,1,0,0,1
7.43,90302.0,206904,1,0,0,0,0,1,0,0,1
10.25,82078.0,206904,1,0,0,0,0,1,0,0,1
10.25,75020.0,206904,1,0,0,0,0,1,0,0,1
10.25,899712.0,206904,1,0,0,0,0,1,0,0,1
10.25,90302.0,206904,1,0,0,0,0,1,0,0,1
6.93,82078.0,206904,1,0,0,0,0,1,0,1,0
6.93,75020.0,206904,1,0,0,0,0,1,0,1,0
6.93,899712.0,206904,1,0,0,0,0,1,0,1,0
6.93,90302.0,206904,1,0,0,0,0,1,0,1,0
12.5,82078.0,206904,1,0,0,0,0,1,0,1,0
12.5,75020.0,206904,1,0,0,0,0,1,0,1,0
12.5,899712.0,206904,1,0,0,0,0,1,0,1,0
12.5,90302.0,206904,1,0,0,0,0,1,0,1,0
7.25,82078.0,206904,1,0,0,0,0,1,0,1,0
7.25,75020.0,206904,1,0,0,0,0,1,0,1,0
7.25,899712.0,206904,1,0,0,0,0,1,0,1,0
7.25,90302.0,206904,1,0,0,0,0,1,0,1,0
32.43,71940.0,172576,1,0,0,0,0,1,0,1,0
32.43,449856.0,172576,1,0,0,0,0,1,0,1,0
8.67,71940.0,172576,1,0,0,0,0,1,0,1,0
8.67,449856.0,172576,1,0,0,0,0,1,0,1,0
10.7,71940.0,172576,1,0,0,0,0,1,0,1,0
10.7,449856.0,172576,1,0,0,0,0,1,0,1,0
92.57,71940.0,172576,1,0,0,0,0,1,0,1,0
92.57,449856.0,172576,1,0,0,0,0,1,0,1,0
33.77,82145.0,159543,1,0,0,0,0,1,0,1,0
33.77,72142.0,159543,1,0,0,0,0,1,0,1,0
33.77,992992.0,159543,1,0,0,0,0,1,0,1,0
13.72,166420.0,274860,1,0,0,0,0,1,0,0,1
13.72,95377.0,274860,1,0,0,0,0,1,0,0,1
13.72,54860.0,274860,1,0,0,0,0,1,0,0,1
13.72,143851.0,274860,1,0,0,0,0,1,0,0,1
10.48,166420.0,274860,1,0,0,0,0,1,0,0,1
10.48,95377.0,274860,1,0,0,0,0,1,0,0,1
10.48,54860.0,274860,1,0,0,0,0,1,0,0,1
10.48,143851.0,274860,1,0,0,0,0,1,0,0,1
13.15,166420.0,274860,1,0,0,0,0,1,0,0,1
13.15,95377.0,274860,1,0,0,0,0,1,0,0,1
13.15,54860.0,274860,1,0,0,0,0,1,0,0,1
13.15,143851.0,274860,1,0,0,0,0,1,0,0,1
30.5,60860.0,247622,1,0,0,0,0,1,0,0,1
30.5,55930.0,247622,1,0,0,0,0,1,0,0,1
30.5,1254242.0,247622,1,0,0,0,0,1,0,0,1
18.47,60860.0,247622,1,0,0,0,0,1,0,0,1
18.47,55930.0,247622,1,0,0,0,0,1,0,0,1
18.47,1254242.0,247622,1,0,0,0,0,1,0,0,1
38.6,60860.0,247622,1,0,0,0,0,1,0,1,0
38.6,55930.0,247622,1,0,0,0,0,1,0,1,0
38.6,1254242.0,247622,1,0,0,0,0,1,0,1,0
22.57,60860.0,247622,1,0,0,0,0,1,0,1,0
22.57,55930.0,247622,1,0,0,0,0,1,0,1,0
22.57,1254242.0,247622,1,0,0,0,0,1,0,1,0
37.15,60860.0,247622,1,0,0,0,0,1,0,0,1
37.15,55930.0,247622,1,0,0,0,0,1,0,0,1
37.15,1254242.0,247622,1,0,0,0,0,1,0,0,1
12.05,124782.0,282347,1,0,0,0,0,1,0,1,0
12.05,134974.0,282347,1,0,0,0,0,1,0,1,0
12.05,526944.0,282347,1,0,0,0,0,1,0,1,0
13.37,71940.0,172576,1,0,0,0,0,1,0,1,0
13.37,449856.0,172576,1,0,0,0,0,1,0,1,0
10.7,71940.0,172576,1,0,0,0,0,1,0,1,0
10.7,449856.0,172576,1,0,0,0,0,1,0,1,0
17.48,71940.0,172576,1,0,0,0,0,1,0,1,0
17.48,449856.0,172576,1,0,0,0,0,1,0,1,0
7.82,53152.0,239056,1,0,0,0,0,1,0,0,1
7.82,18040.0,239056,1,0,0,0,0,1,0,0,1
7.82,625152.0,239056,1,0,0,0,0,1,0,0,1
7.82,56260.0,239056,1,0,0,0,0,1,0,0,1
16.32,53152.0,239056,1,0,0,0,0,1,0,0,1
16.32,18040.0,239056,1,0,0,0,0,1,0,0,1
16.32,625152.0,239056,1,0,0,0,0,1,0,0,1
16.32,56260.0,239056,1,0,0,0,0,1,0,0,1
7.1,53152.0,239056,1,0,0,0,0,1,0,0,1
7.1,18040.0,239056,1,0,0,0,0,1,0,0,1
7.1,625152.0,239056,1,0,0,0,0,1,0,0,1
7.1,56260.0,239056,1,0,0,0,0,1,0,0,1
48.23,53152.0,239056,1,0,0,0,0,1,0,0,1
48.23,18040.0,239056,1,0,0,0,0,1,0,0,1
48.23,625152.0,239056,1,0,0,0,0,1,0,0,1
48.23,56260.0,239056,1,0,0,0,0,1,0,0,1
51.45,53152.0,239056,1,0,0,0,0,1,0,0,1
51.45,18040.0,239056,1,0,0,0,0,1,0,0,1
51.45,625152.0,239056,1,0,0,0,0,1,0,0,1
51.45,56260.0,239056,1,0,0,0,0,1,0,0,1
7.55,53152.0,239056,1,0,0,0,0,1,0,0,1
7.55,18040.0,239056,1,0,0,0,0,1,0,0,1
7.55,625152.0,239056,1,0,0,0,0,1,0,0,1
7.55,56260.0,239056,1,0,0,0,0,1,0,0,1
6.07,61426.0,219080,1,0,0,0,0,1,0,0,1
6.07,51784.0,219080,1,0,0,0,0,1,0,0,1
6.07,630432.0,219080,1,0,0,0,0,1,0,0,1
33.38,61426.0,219080,1,0,0,0,0,1,0,0,1
33.38,51784.0,219080,1,0,0,0,0,1,0,0,1
33.38,630432.0,219080,1,0,0,0,0,1,0,0,1
34.0,61426.0,219080,1,0,0,0,0,1,0,0,1
34.0,51784.0,219080,1,0,0,0,0,1,0,0,1
34.0,630432.0,219080,1,0,0,0,0,1,0,0,1
19.17,61426.0,219080,1,0,0,0,0,1,0,0,1
19.17,51784.0,219080,1,0,0,0,0,1,0,0,1
19.17,630432.0,219080,1,0,0,0,0,1,0,0,1
8.58,61426.0,219080,1,0,0,0,0,1,0,0,1
8.58,51784.0,219080,1,0,0,0,0,1,0,0,1
8.58,630432.0,219080,1,0,0,0,0,1,0,0,1
50.22,82145.0,159543,1,0,0,0,0,1,0,1,0
50.22,72142.0,159543,1,0,0,0,0,1,0,1,0
50.22,992992.0,159543,1,0,0,0,0,1,0,1,0
16.85,28261.0,144356,1,0,0,0,0,1,0,1,0
16.85,39322.0,144356,1,0,0,0,0,1,0,1,0
16.85,47190.0,144356,1,0,0,0,0,1,0,1,0
16.85,271040.0,144356,1,0,0,0,0,1,0,1,0
16.85,33828.0,144356,1,0,0,0,0,1,0,1,0
110.0,28261.0,144356,1,0,0,0,0,1,0,1,0
110.0,39322.0,144356,1,0,0,0,0,1,0,1,0
110.0,47190.0,144356,1,0,0,0,0,1,0,1,0
110.0,271040.0,144356,1,0,0,0,0,1,0,1,0
110.0,33828.0,144356,1,0,0,0,0,1,0,1,0
8.25,28261.0,144356,1,0,0,0,0,1,0,1,0
8.25,39322.0,144356,1,0,0,0,0,1,0,1,0
8.25,47190.0,144356,1,0,0,0,0,1,0,1,0
8.25,271040.0,144356,1,0,0,0,0,1,0,1,0
8.25,33828.0,144356,1,0,0,0,0,1,0,1,0
21.58,28261.0,144356,1,0,0,0,0,1,0,1,0
21.58,39322.0,144356,1,0,0,0,0,1,0,1,0
21.58,47190.0,144356,1,0,0,0,0,1,0,1,0
21.58,271040.0,144356,1,0,0,0,0,1,0,1,0
21.58,33828.0,144356,1,0,0,0,0,1,0,1,0
8.7,28261.0,144356,1,0,0,0,0,1,0,1,0
8.7,39322.0,144356,1,0,0,0,0,1,0,1,0
8.7,47190.0,144356,1,0,0,0,0,1,0,1,0
8.7,271040.0,144356,1,0,0,0,0,1,0,1,0
8.7,33828.0,144356,1,0,0,0,0,1,0,1,0
12.03,28261.0,144356,1,0,0,0,0,1,0,1,0
12.03,39322.0,144356,1,0,0,0,0,1,0,1,0
12.03,47190.0,144356,1,0,0,0,0,1,0,1,0
12.03,271040.0,144356,1,0,0,0,0,1,0,1,0
12.03,33828.0,144356,1,0,0,0,0,1,0,1,0
36.12,60246.0,214481,1,0,0,0,0,1,0,1,0
36.12,73802.0,214481,1,0,0,0,0,1,0,1,0
36.12,46550.0,214481,1,0,0,0,0,1,0,1,0
36.12,249869.0,214481,1,0,0,0,0,1,0,1,0
36.12,44824.0,214481,1,0,0,0,0,1,0,1,0
26.5,60246.0,214481,1,0,0,0,0,1,0,1,0
26.5,73802.0,214481,1,0,0,0,0,1,0,1,0
26.5,46550.0,214481,1,0,0,0,0,1,0,1,0
26.5,249869.0,214481,1,0,0,0,0,1,0,1,0
26.5,44824.0,214481,1,0,0,0,0,1,0,1,0
12.83,60246.0,214481,1,0,0,0,0,1,0,1,0
12.83,73802.0,214481,1,0,0,0,0,1,0,1,0
12.83,46550.0,214481,1,0,0,0,0,1,0,1,0
12.83,249869.0,214481,1,0,0,0,0,1,0,1,0
12.83,44824.0,214481,1,0,0,0,0,1,0,1,0
19.02,60246.0,214481,1,0,0,0,0,1,0,1,0
19.02,73802.0,214481,1,0,0,0,0,1,0,1,0
19.02,46550.0,214481,1,0,0,0,0,1,0,1,0
19.02,249869.0,214481,1,0,0,0,0,1,0,1,0
19.02,44824.0,214481,1,0,0,0,0,1,0,1,0
16.52,60246.0,214481,1,0,0,0,0,1,0,1,0
16.52,73802.0,214481,1,0,0,0,0,1,0,1,0
16.52,46550.0,214481,1,0,0,0,0,1,0,1,0
16.52,249869.0,214481,1,0,0,0,0,1,0,1,0
16.52,44824.0,214481,1,0,0,0,0,1,0,1,0
12.87,25220.0,222420,1,0,0,0,0,1,0,1,0
12.87,37323.0,222420,1,0,0,0,0,1,0,1,0
12.87,92820.0,222420,1,0,0,0,0,1,0,1,0
12.87,180211.0,222420,1,0,0,0,0,1,0,1,0
18.18,25220.0,222420,1,0,0,0,0,1,0,1,0
18.18,37323.0,222420,1,0,0,0,0,1,0,1,0
18.18,92820.0,222420,1,0,0,0,0,1,0,1,0
18.18,180211.0,222420,1,0,0,0,0,1,0,1,0
9.3,25220.0,222420,1,0,0,0,0,1,0,1,0
9.3,37323.0,222420,1,0,0,0,0,1,0,1,0
9.3,92820.0,222420,1,0,0,0,0,1,0,1,0
9.3,180211.0,222420,1,0,0,0,0,1,0,1,0
17.12,81314.0,238160,1,0,0,0,0,1,0,1,0
17.12,58005.0,238160,1,0,0,0,0,1,0,1,0
17.12,696960.0,238160,1,0,0,0,0,1,0,1,0
17.12,30964.0,238160,1,0,0,0,0,1,0,1,0
27.65,81314.0,238160,1,0,0,0,0,1,0,1,0
27.65,58005.0,238160,1,0,0,0,0,1,0,1,0
27.65,696960.0,238160,1,0,0,0,0,1,0,1,0
27.65,30964.0,238160,1,0,0,0,0,1,0,1,0
58.27,124782.0,282347,1,0,0,0,0,1,0,0,1
58.27,134974.0,282347,1,0,0,0,0,1,0,0,1
58.27,526944.0,282347,1,0,0,0,0,1,0,0,1
80.1,124782.0,282347,1,0,0,0,0,1,0,0,1
80.1,134974.0,282347,1,0,0,0,0,1,0,0,1
80.1,526944.0,282347,1,0,0,0,0,1,0,0,1
24.05,124782.0,282347,1,0,0,0,0,1,0,1,0
24.05,134974.0,282347,1,0,0,0,0,1,0,1,0
24.05,526944.0,282347,1,0,0,0,0,1,0,1,0
9.85,67133.0,276504,1,0,0,0,0,1,0,1,0
9.85,451079.0,276504,1,0,0,0,0,1,0,1,0
17.55,67133.0,276504,1,0,0,0,0,1,0,1,0
17.55,451079.0,276504,1,0,0,0,0,1,0,1,0
124.87,67133.0,276504,1,0,0,0,0,1,0,0,1
124.87,451079.0,276504,1,0,0,0,0,1,0,0,1
6.07,67133.0,276504,1,0,0,0,0,1,0,0,1
6.07,451079.0,276504,1,0,0,0,0,1,0,0,1
102.22,67133.0,276504,1,0,0,0,0,1,0,0,1
102.22,451079.0,276504,1,0,0,0,0,1,0,0,1
168.38,67133.0,276504,1,0,0,0,0,1,0,0,1
168.38,451079.0,276504,1,0,0,0,0,1,0,0,1
75.8,67133.0,276504,1,0,0,0,0,1,0,0,1
75.8,451079.0,276504,1,0,0,0,0,1,0,0,1
18.22,67133.0,276504,1,0,0,0,0,1,0,0,1
18.22,451079.0,276504,1,0,0,0,0,1,0,0,1
31.22,47392.0,212580,1,0,0,0,0,1,0,0,1
31.22,69130.0,212580,1,0,0,0,0,1,0,0,1
31.22,144610.0,212580,1,0,0,0,0,1,0,0,1
31.22,1035650.0,212580,1,0,0,0,0,1,0,0,1
35.55,61426.0,219080,1,0,0,0,0,1,0,0,1
35.55,51784.0,219080,1,0,0,0,0,1,0,0,1
35.55,630432.0,219080,1,0,0,0,0,1,0,0,1
10.35,61426.0,219080,1,0,0,0,0,1,0,0,1
10.35,51784.0,219080,1,0,0,0,0,1,0,0,1
10.35,630432.0,219080,1,0,0,0,0,1,0,0,1
16.9,61426.0,219080,1,0,0,0,0,1,0,0,1
16.9,51784.0,219080,1,0,0,0,0,1,0,0,1
16.9,630432.0,219080,1,0,0,0,0,1,0,0,1
16.32,37075.0,242540,0,0,1,0,0,1,0,0,1
16.32,26880.0,242540,0,0,1,0,0,1,0,0,1
16.32,1195267.0,242540,0,0,1,0,0,1,0,0,1
8.08,37075.0,242540,1,0,0,0,0,1,0,0,1
8.08,26880.0,242540,1,0,0,0,0,1,0,0,1
8.08,1195267.0,242540,1,0,0,0,0,1,0,0,1
7.12,37075.0,242540,1,0,0,0,0,1,0,0,1
7.12,26880.0,242540,1,0,0,0,0,1,0,0,1
7.12,1195267.0,242540,1,0,0,0,0,1,0,0,1
5.85,37075.0,242540,1,0,0,0,0,1,0,0,1
5.85,26880.0,242540,1,0,0,0,0,1,0,0,1
5.85,1195267.0,242540,1,0,0,0,0,1,0,0,1
26.17,37075.0,242540,1,0,0,0,0,1,0,0,1
