ORG,Prod_Line,Date,Total_Cases_Produced
LOU,LOU1,7/22/2024,70294
LOU,LOU2,7/22/2024,51810
LOU,LOU3,7/22/2024,75330
LOU,LOU4,7/22/2024,639169
LOU,LOU5,7/22/2024,22208
LOU,LOU1,7/23/2024,101403
LOU,LOU2,7/23/2024,43231
LOU,LOU5,7/23/2024,41564
LOU,LOU2,7/24/2024,67646
LOU,LOU3,7/24/2024,159530
LOU,LOU4,7/24/2024,300458
LOU,LOU1,7/25/2024,16722
LOU,LOU2,7/25/2024,63234
LOU,LOU4,7/25/2024,1302870
LOU,LOU5,7/25/2024,90733
LOU,LOU1,7/26/2024,93620
LOU,LOU2,7/26/2024,86215
LOU,LOU4,7/26/2024,485087
LOU,LOU2,7/27/2024,52772
LOU,LOU3,7/27/2024,48830
LOU,LOU4,7/27/2024,560039
LOU,LOU1,7/28/2024,52751
LOU,LOU2,7/28/2024,102559
LOU,LOU3,7/28/2024,76970
LOU,LOU1,7/29/2024,92016
LOU,LOU2,7/29/2024,47143
LOU,LOU4,7/29/2024,502462
LOU,LOU5,7/29/2024,148915
LOU,LOU1,7/30/2024,15044
LOU,LOU2,7/30/2024,67946
LOU,LOU3,7/30/2024,88144
LOU,LOU4,7/30/2024,65578
LOU,LOU1,7/31/2024,47738
LOU,LOU2,7/31/2024,46483
LOU,LOU4,7/31/2024,1027488
LOU,LOU1,8/1/2024,119118
LOU,LOU2,8/1/2024,67915
LOU,LOU3,8/1/2024,207886
LOU,LOU4,8/1/2024,90155
LOU,LOU1,8/2/2024,17479
LOU,LOU2,8/2/2024,46387
LOU,LOU4,8/2/2024,575101
LOU,LOU5,8/2/2024,15848
LOU,LOU1,8/3/2024,149065
LOU,LOU2,8/3/2024,83285
LOU,LOU4,8/3/2024,676192
LOU,LOU5,8/3/2024,38951
LOU,LOU2,8/4/2024,66735
LOU,LOU3,8/4/2024,45490
LOU,LOU5,8/4/2024,27151
LOU,LOU1,8/5/2024,15797
LOU,LOU2,8/5/2024,53434
LOU,LOU3,8/5/2024,33848
LOU,LOU4,8/5/2024,438886
LOU,LOU5,8/5/2024,45331
LOU,LOU1,8/6/2024,73411
LOU,LOU2,8/6/2024,59849
LOU,LOU3,8/6/2024,34408
LOU,LOU1,8/7/2024,113191
LOU,LOU2,8/7/2024,55560
LOU,LOU3,8/7/2024,37608
LOU,LOU4,8/7/2024,719136
LOU,LOU2,8/8/2024,66464
LOU,LOU3,8/8/2024,28264
LOU,LOU4,8/8/2024,847478
LOU,LOU1,8/9/2024,37410
LOU,LOU2,8/9/2024,48059
LOU,LOU3,8/9/2024,77350
LOU,LOU4,8/9/2024,745666
LOU,LOU5,8/9/2024,68164
LOU,LOU1,8/10/2024,77351
LOU,LOU2,8/10/2024,87393
LOU,LOU3,8/10/2024,79954
LOU,LOU4,8/10/2024,815325
LOU,LOU1,8/11/2024,92607
LOU,LOU2,8/11/2024,75258
LOU,LOU4,8/11/2024,1167232
LOU,LOU1,8/12/2024,49334
LOU,LOU2,8/12/2024,42070
LOU,LOU3,8/12/2024,44672
LOU,LOU4,8/12/2024,361152
LOU,LOU5,8/12/2024,73669
LOU,LOU1,8/13/2024,94781
LOU,LOU2,8/13/2024,76248
LOU,LOU3,8/13/2024,197344
LOU,LOU4,8/13/2024,721600
LOU,LOU2,8/14/2024,49377
LOU,LOU4,8/14/2024,900103
LOU,LOU5,8/14/2024,2439
LOU,LOU1,8/15/2024,70331
LOU,LOU2,8/15/2024,46249
LOU,LOU4,8/15/2024,182639
LOU,LOU5,8/15/2024,45951
LOU,LOU1,8/16/2024,147909
LOU,LOU2,8/16/2024,65678
LOU,LOU3,8/16/2024,57190
LOU,LOU4,8/16/2024,494493
LOU,LOU5,8/16/2024,45282
LOU,LOU2,8/17/2024,23476
LOU,LOU3,8/17/2024,46536
LOU,LOU4,8/17/2024,581389
LOU,LOU5,8/17/2024,150719
LOU,LOU1,8/18/2024,0
LOU,LOU2,8/18/2024,72000
LOU,LOU3,8/18/2024,21248
LOU,LOU1,8/19/2024,84195
LOU,LOU2,8/19/2024,68540
LOU,LOU3,8/19/2024,29256
LOU,LOU4,8/19/2024,213664
LOU,LOU2,8/20/2024,69537
LOU,LOU3,8/20/2024,27456
LOU,LOU4,8/20/2024,793056
LOU,LOU1,8/21/2024,0
LOU,LOU2,8/21/2024,53108
LOU,LOU3,8/21/2024,74004
LOU,LOU4,8/21/2024,621984
LOU,LOU5,8/21/2024,15832
LOU,LOU1,8/22/2024,0
LOU,LOU2,8/22/2024,75615
LOU,LOU4,8/22/2024,638335
LOU,LOU5,8/22/2024,70874
LOU,LOU2,8/23/2024,53910
LOU,LOU3,8/23/2024,77938
LOU,LOU4,8/23/2024,162053
LOU,LOU1,8/24/2024,0
LOU,LOU2,8/24/2024,70092
LOU,LOU3,8/24/2024,73836
LOU,LOU4,8/24/2024,1075712
LOU,LOU1,8/25/2024,0
LOU,LOU2,8/25/2024,3210
LOU,LOU4,8/25/2024,468864
LOU,LOU5,8/25/2024,36781
LOU,LOU1,8/26/2024,20429
LOU,LOU2,8/26/2024,65181
LOU,LOU3,8/26/2024,26936
LOU,LOU5,8/26/2024,8545
LOU,LOU1,8/27/2024,0
LOU,LOU2,8/27/2024,45908
LOU,LOU3,8/27/2024,51200
LOU,LOU4,8/27/2024,989120
LOU,LOU5,8/27/2024,69170
LOU,LOU1,8/28/2024,0
LOU,LOU2,8/28/2024,35861
LOU,LOU3,8/28/2024,36576
LOU,LOU4,8/28/2024,511741
LOU,LOU2,8/29/2024,52687
LOU,LOU3,8/29/2024,55996
LOU,LOU4,8/29/2024,305686
LOU,LOU5,8/29/2024,60172
LOU,LOU1,8/30/2024,0
LOU,LOU2,8/30/2024,78518
LOU,LOU3,8/30/2024,39920
LOU,LOU4,8/30/2024,485586
LOU,LOU2,8/31/2024,58256
LOU,LOU3,8/31/2024,28824
LOU,LOU4,8/31/2024,357142
LOU,LOU2,9/1/2024,44000
LOU,LOU3,9/1/2024,100880
LOU,LOU4,9/1/2024,679225
LOU,LOU5,9/1/2024,75021
LOU,LOU2,9/2/2024,58771
LOU,LOU4,9/2/2024,301664
LOU,LOU1,9/3/2024,0
LOU,LOU2,9/3/2024,46187
LOU,LOU3,9/3/2024,57344
LOU,LOU4,9/3/2024,727443
LOU,LOU5,9/3/2024,84700
LOU,LOU1,9/4/2024,0
LOU,LOU2,9/4/2024,60182
LOU,LOU3,9/4/2024,39060
LOU,LOU4,9/4/2024,203456
LOU,LOU2,9/5/2024,94351
LOU,LOU3,9/5/2024,89032
LOU,LOU2,9/6/2024,31903
LOU,LOU4,9/6/2024,714912
LOU,LOU5,9/6/2024,42584
LOU,LOU2,9/7/2024,47522
LOU,LOU3,9/7/2024,20480
LOU,LOU4,9/7/2024,721248
LOU,LOU1,9/8/2024,0
LOU,LOU2,9/8/2024,68357
LOU,LOU3,9/8/2024,47704
LOU,LOU4,9/8/2024,990880
LOU,LOU1,9/9/2024,0
LOU,LOU2,9/9/2024,59732
LOU,LOU3,9/9/2024,83130
LOU,LOU4,9/9/2024,134112
LOU,LOU5,9/9/2024,33283
LOU,LOU1,9/10/2024,0
LOU,LOU3,9/10/2024,57274
LOU,LOU1,9/11/2024,0
LOU,LOU2,9/11/2024,92278
LOU,LOU3,9/11/2024,91250
LOU,LOU1,9/12/2024,0
LOU,LOU2,9/12/2024,65079
LOU,LOU1,9/13/2024,0
LOU,LOU2,9/13/2024,85963
LOU,LOU1,9/14/2024,0
LOU,LOU3,9/14/2024,95844
LOU,LOU1,9/15/2024,0
LOU,LOU2,9/15/2024,76698
LOU,LOU1,9/16/2024,0
LOU,LOU2,9/16/2024,45075
LOU,LOU3,9/16/2024,55840
LOU,LOU4,9/16/2024,369600
LOU,LOU5,9/16/2024,16502
LOU,LOU1,9/17/2024,0
LOU,LOU2,9/17/2024,73303
LOU,LOU3,9/17/2024,75964
LOU,LOU4,9/17/2024,714912
LOU,LOU5,9/17/2024,56027
LOU,LOU2,9/18/2024,69497
LOU,LOU3,9/18/2024,53670
LOU,LOU4,9/18/2024,752224
LOU,LOU1,9/19/2024,0
LOU,LOU2,9/19/2024,60432
LOU,LOU3,9/19/2024,13456
LOU,LOU4,9/19/2024,722884
LOU,LOU5,9/19/2024,25369
LOU,LOU1,9/20/2024,0
LOU,LOU2,9/20/2024,57506
LOU,LOU3,9/20/2024,39472
LOU,LOU4,9/20/2024,580800
LOU,LOU2,9/21/2024,12316
LOU,LOU3,9/21/2024,68040
LOU,LOU4,9/21/2024,534336
LOU,LOU5,9/21/2024,131627
LOU,LOU2,9/22/2024,18901
LOU,LOU3,9/22/2024,50024
LOU,LOU4,9/22/2024,519944
LOU,LOU2,9/23/2024,68651
LOU,LOU3,9/23/2024,15440
LOU,LOU4,9/23/2024,400576
LOU,LOU1,9/24/2024,19617
LOU,LOU2,9/24/2024,75823
LOU,LOU3,9/24/2024,49842
LOU,LOU4,9/24/2024,1224608
LOU,LOU1,9/25/2024,116348
LOU,LOU2,9/25/2024,31659
LOU,LOU3,9/25/2024,19006
LOU,LOU4,9/25/2024,312178
LOU,LOU1,9/26/2024,28960
LOU,LOU2,9/26/2024,56066
LOU,LOU3,9/26/2024,64768
LOU,LOU4,9/26/2024,710688
LOU,LOU5,9/26/2024,129489
LOU,LOU1,9/27/2024,129775
LOU,LOU2,9/27/2024,68711
LOU,LOU4,9/27/2024,461709
LOU,LOU2,9/28/2024,71975
LOU,LOU3,9/28/2024,86120
LOU,LOU4,9/28/2024,19212
LOU,LOU1,9/29/2024,55395
LOU,LOU2,9/29/2024,18152
LOU,LOU4,9/29/2024,508802
LOU,LOU5,9/29/2024,58696
LOU,LOU1,9/30/2024,64084
LOU,LOU2,9/30/2024,60221
LOU,LOU3,9/30/2024,0
LOU,LOU4,9/30/2024,46016
LOU,LOU1,10/1/2024,34765
LOU,LOU2,10/1/2024,28178
LOU,LOU3,10/1/2024,30296
LOU,LOU4,10/1/2024,673728
LOU,LOU5,10/1/2024,10581
LOU,LOU1,10/2/2024,113586
LOU,LOU2,10/2/2024,32465
LOU,LOU3,10/2/2024,55336
LOU,LOU4,10/2/2024,719136
LOU,LOU5,10/2/2024,89396
LOU,LOU2,10/3/2024,45722
LOU,LOU3,10/3/2024,13416
LOU,LOU4,10/3/2024,718080
LOU,LOU1,10/4/2024,42530
LOU,LOU2,10/4/2024,67171
LOU,LOU3,10/4/2024,123858
LOU,LOU4,10/4/2024,630080
LOU,LOU1,10/5/2024,82145
LOU,LOU2,10/5/2024,72142
LOU,LOU4,10/5/2024,992992
LOU,LOU1,10/6/2024,28261
LOU,LOU2,10/6/2024,39322
LOU,LOU3,10/6/2024,47190
LOU,LOU4,10/6/2024,271040
LOU,LOU5,10/6/2024,33828
LOU,LOU1,10/7/2024,60246
LOU,LOU2,10/7/2024,73802
LOU,LOU3,10/7/2024,46550
LOU,LOU4,10/7/2024,249869
LOU,LOU5,10/7/2024,44824
LOU,LOU1,10/8/2024,25220
LOU,LOU2,10/8/2024,37323
LOU,LOU3,10/8/2024,92820
LOU,LOU4,10/8/2024,180211
LOU,LOU1,10/9/2024,81314
LOU,LOU2,10/9/2024,58005
LOU,LOU4,10/9/2024,696960
LOU,LOU5,10/9/2024,30964
LOU,LOU1,10/10/2024,59200
LOU,LOU2,10/10/2024,63014
LOU,LOU3,10/10/2024,55370
LOU,LOU4,10/10/2024,526253
LOU,LOU5,10/10/2024,113018
LOU,LOU1,10/11/2024,102056
LOU,LOU2,10/11/2024,36971
LOU,LOU3,10/11/2024,70084
LOU,LOU4,10/11/2024,64570
LOU,LOU1,10/12/2024,41443
LOU,LOU2,10/12/2024,63198
LOU,LOU3,10/12/2024,63832
LOU,LOU4,10/12/2024,37146
LOU,LOU1,10/13/2024,113877
LOU,LOU2,10/13/2024,96147
LOU,LOU4,10/13/2024,392141
LOU,LOU1,10/14/2024,14984
LOU,LOU2,10/14/2024,45534
LOU,LOU3,10/14/2024,63126
LOU,LOU5,10/14/2024,59095
LOU,LOU1,10/15/2024,87383
LOU,LOU2,10/15/2024,48852
LOU,LOU3,10/15/2024,94740
LOU,LOU4,10/15/2024,570761
LOU,LOU1,10/16/2024,9914
LOU,LOU2,10/16/2024,41825
LOU,LOU4,10/16/2024,1304778
LOU,LOU1,10/17/2024,119459
LOU,LOU2,10/17/2024,69515
LOU,LOU3,10/17/2024,72060
LOU,LOU5,10/17/2024,82643
LOU,LOU1,10/18/2024,12184
LOU,LOU2,10/18/2024,60069
LOU,LOU3,10/18/2024,158214
LOU,LOU4,10/18/2024,778824
LOU,LOU1,10/19/2024,114035
LOU,LOU2,10/19/2024,61667
LOU,LOU4,10/19/2024,712800
LOU,LOU2,10/20/2024,101938
LOU,LOU4,10/20/2024,718080
LOU,LOU5,10/20/2024,87973
LOU,LOU1,10/21/2024,82814
LOU,LOU2,10/21/2024,32457
LOU,LOU3,10/21/2024,27720
LOU,LOU4,10/21/2024,712800
LOU,LOU1,10/22/2024,62063
LOU,LOU2,10/22/2024,52258
LOU,LOU3,10/22/2024,74228
LOU,LOU1,10/23/2024,48342
LOU,LOU2,10/23/2024,64491
LOU,LOU3,10/23/2024,88630
LOU,LOU4,10/23/2024,855360
LOU,LOU1,10/24/2024,86181
LOU,LOU2,10/24/2024,68513
LOU,LOU4,10/24/2024,935616
LOU,LOU5,10/24/2024,33555
LOU,LOU1,10/25/2024,59690
LOU,LOU2,10/25/2024,118304
LOU,LOU3,10/25/2024,64568
LOU,LOU4,10/25/2024,1697635
LOU,LOU5,10/25/2024,87367
LOU,LOU1,10/26/2024,85326
LOU,LOU2,10/26/2024,12638
LOU,LOU3,10/26/2024,32200
LOU,LOU4,10/26/2024,55367
LOU,LOU1,10/27/2024,76346
LOU,LOU2,10/27/2024,63366
LOU,LOU3,10/27/2024,108892
LOU,LOU4,10/27/2024,321469
LOU,LOU1,10/28/2024,128709
LOU,LOU2,10/28/2024,50546
LOU,LOU4,10/28/2024,387412
LOU,LOU5,10/28/2024,103875
LOU,LOU2,10/29/2024,63929
LOU,LOU3,10/29/2024,119780
LOU,LOU4,10/29/2024,225280
LOU,LOU1,10/30/2024,11374
LOU,LOU2,10/30/2024,65708
LOU,LOU4,10/30/2024,811360
LOU,LOU1,10/31/2024,67579
LOU,LOU2,10/31/2024,42752
LOU,LOU4,10/31/2024,416234
LOU,LOU5,10/31/2024,20242
LOU,LOU1,11/1/2024,122440
LOU,LOU2,11/1/2024,54969
LOU,LOU3,11/1/2024,86120
LOU,LOU5,11/1/2024,28361
LOU,LOU1,11/2/2024,22828
LOU,LOU2,11/2/2024,65278
LOU,LOU1,11/3/2024,47910
LOU,LOU2,11/3/2024,17445
LOU,LOU3,11/3/2024,104104
LOU,LOU1,11/4/2024,151916
LOU,LOU2,11/4/2024,41101
LOU,LOU3,11/4/2024,12720
LOU,LOU2,11/5/2024,60465
LOU,LOU1,11/6/2024,52981
LOU,LOU2,11/6/2024,54000
LOU,LOU3,11/6/2024,89502
LOU,LOU1,11/7/2024,77618
LOU,LOU2,11/7/2024,96176
LOU,LOU4,11/7/2024,807840
LOU,LOU5,11/7/2024,60908
LOU,LOU1,11/8/2024,113714
LOU,LOU2,11/8/2024,54158
LOU,LOU3,11/8/2024,87382
LOU,LOU4,11/8/2024,763840
LOU,LOU2,11/9/2024,27811
LOU,LOU4,11/9/2024,1468225
LOU,LOU5,11/9/2024,55377
LOU,LOU1,11/10/2024,69816
LOU,LOU3,11/10/2024,16024
LOU,LOU1,11/11/2024,73911
LOU,LOU2,11/11/2024,38023
LOU,LOU3,11/11/2024,35104
LOU,LOU4,11/11/2024,299342
LOU,LOU5,11/11/2024,88043
LOU,LOU1,11/12/2024,155314
LOU,LOU2,11/12/2024,64768
LOU,LOU3,11/12/2024,30200
LOU,LOU4,11/12/2024,563113
LOU,LOU2,11/13/2024,65714
LOU,LOU3,11/13/2024,86270
LOU,LOU4,11/13/2024,866782
LOU,LOU1,11/14/2024,33445
LOU,LOU2,11/14/2024,25965
LOU,LOU1,11/15/2024,186915
LOU,LOU2,11/15/2024,71345
LOU,LOU3,11/15/2024,54752
LOU,LOU4,11/15/2024,738019
LOU,LOU5,11/15/2024,56743
LOU,LOU2,11/16/2024,31801
LOU,LOU3,11/16/2024,49352
LOU,LOU1,11/17/2024,23568
LOU,LOU2,11/17/2024,28445
LOU,LOU4,11/17/2024,220734
LOU,LOU5,11/17/2024,31264
LOU,LOU2,11/18/2024,69878
LOU,LOU3,11/18/2024,87776
LOU,LOU4,11/18/2024,159491
LOU,LOU2,11/19/2024,34856
LOU,LOU4,11/19/2024,812760
LOU,LOU5,11/19/2024,62286
LOU,LOU2,11/20/2024,56074
LOU,LOU3,11/20/2024,10312
LOU,LOU4,11/20/2024,547951
LOU,LOU2,11/21/2024,116521
LOU,LOU3,11/21/2024,56448
LOU,LOU4,11/21/2024,679188
LOU,LOU1,11/22/2024,0
LOU,LOU2,11/22/2024,33470
LOU,LOU3,11/22/2024,98712
LOU,LOU4,11/22/2024,861197
LOU,LOU5,11/22/2024,96664
LOU,LOU2,11/23/2024,69765
LOU,LOU4,11/23/2024,341604
LOU,LOU2,11/24/2024,38147
LOU,LOU3,11/24/2024,25744
LOU,LOU4,11/24/2024,525184
LOU,LOU1,11/25/2024,0
LOU,LOU2,11/25/2024,50751
LOU,LOU3,11/25/2024,61390
LOU,LOU4,11/25/2024,567113
LOU,LOU5,11/25/2024,43036
LOU,LOU1,11/26/2024,0
LOU,LOU2,11/26/2024,106861
LOU,LOU3,11/26/2024,179130
LOU,LOU4,11/26/2024,60817
LOU,LOU1,11/27/2024,0
LOU,LOU4,11/29/2024,179168
LOU,LOU1,11/30/2024,0
LOU,LOU2,11/30/2024,44304
LOU,LOU4,11/30/2024,1509728
LOU,LOU5,11/30/2024,21643
LOU,LOU2,12/1/2024,87896
LOU,LOU4,12/1/2024,845152
LOU,LOU2,12/2/2024,35668
LOU,LOU3,12/2/2024,64050
LOU,LOU4,12/2/2024,76291
LOU,LOU5,12/2/2024,80064
LOU,LOU1,12/3/2024,0
LOU,LOU2,12/3/2024,79008
LOU,LOU3,12/3/2024,48972
LOU,LOU4,12/3/2024,93310
LOU,LOU1,12/4/2024,33671
LOU,LOU2,12/4/2024,27015
LOU,LOU3,12/4/2024,13351
LOU,LOU4,12/4/2024,73663
LOU,LOU1,12/5/2024,69818
LOU,LOU2,12/5/2024,50643
LOU,LOU3,12/5/2024,62166
LOU,LOU4,12/5/2024,530464
LOU,LOU5,12/5/2024,38627
LOU,LOU1,12/6/2024,67710
LOU,LOU2,12/6/2024,95307
LOU,LOU4,12/6/2024,915200
LOU,LOU1,12/7/2024,159861
LOU,LOU2,12/7/2024,11205
LOU,LOU4,12/7/2024,1334784
LOU,LOU5,12/7/2024,88206
LOU,LOU2,12/8/2024,114548
LOU,LOU3,12/8/2024,37560
LOU,LOU4,12/8/2024,440352
LOU,LOU1,12/9/2024,25687
LOU,LOU2,12/9/2024,32430
LOU,LOU4,12/9/2024,612480
LOU,LOU1,12/10/2024,134442
LOU,LOU2,12/10/2024,16834
LOU,LOU3,12/10/2024,93030
LOU,LOU4,12/10/2024,1049664
LOU,LOU5,12/10/2024,77742
LOU,LOU2,12/11/2024,76159
LOU,LOU4,12/11/2024,306944
LOU,LOU1,12/12/2024,51986
LOU,LOU2,12/12/2024,49861
LOU,LOU4,12/12/2024,915552
LOU,LOU1,12/13/2024,67452
LOU,LOU2,12/13/2024,51390
LOU,LOU3,12/13/2024,39228
LOU,LOU4,12/13/2024,157600
LOU,LOU4,12/14/2024,167429
LOU,LOU5,12/14/2024,41876
LOU,LOU1,12/15/2024,39535
LOU,LOU2,12/15/2024,82598
LOU,LOU4,12/15/2024,67641
LOU,LOU5,12/15/2024,32704
LOU,LOU1,12/16/2024,125340
LOU,LOU2,12/16/2024,59449
LOU,LOU3,12/16/2024,78140
LOU,LOU4,12/16/2024,475470
LOU,LOU1,12/17/2024,68340
LOU,LOU2,12/17/2024,17068
LOU,LOU3,12/17/2024,35966
LOU,LOU4,12/17/2024,42592
LOU,LOU5,12/17/2024,48714
LOU,LOU1,12/18/2024,33563
LOU,LOU2,12/18/2024,98179
LOU,LOU3,12/18/2024,160050
LOU,LOU4,12/18/2024,579591
LOU,LOU5,12/18/2024,13780
LOU,LOU1,12/19/2024,140980
LOU,LOU2,12/19/2024,53813
LOU,LOU4,12/19/2024,1004256
LOU,LOU5,12/19/2024,73403
LOU,LOU2,12/20/2024,32875
LOU,LOU4,12/20/2024,877888
LOU,LOU1,12/21/2024,24677
LOU,LOU2,12/21/2024,100800
LOU,LOU3,12/21/2024,68670
LOU,LOU4,12/21/2024,874016
LOU,LOU5,12/21/2024,113545
LOU,LOU1,12/22/2024,70128
LOU,LOU2,12/22/2024,84277
LOU,LOU3,12/22/2024,60080
LOU,LOU4,12/22/2024,614588
LOU,LOU1,12/23/2024,89501
LOU,LOU2,12/23/2024,31398
LOU,LOU4,12/23/2024,131450
LOU,LOU1,12/24/2024,24159
LOU,LOU2,12/24/2024,10371
LOU,LOU3,12/24/2024,11298
LOU,LOU4,12/24/2024,28239
LOU,LOU5,12/24/2024,63664
LOU,LOU1,12/26/2024,20414
LOU,LOU2,12/26/2024,53177
LOU,LOU3,12/26/2024,43128
LOU,LOU4,12/26/2024,37681
LOU,LOU1,12/27/2024,175254
LOU,LOU2,12/27/2024,40327
LOU,LOU3,12/27/2024,37528
LOU,LOU4,12/27/2024,87115
LOU,LOU2,12/28/2024,143985
LOU,LOU3,12/28/2024,59104
LOU,LOU4,12/28/2024,108484
LOU,LOU1,12/29/2024,58940
LOU,LOU4,12/29/2024,95930
LOU,LOU1,12/30/2024,76720
LOU,LOU2,12/30/2024,88786
LOU,LOU3,12/30/2024,72580
LOU,LOU4,12/30/2024,1240448
LOU,LOU5,12/30/2024,121451
LOU,LOU1,12/31/2024,52683
LOU,LOU2,12/31/2024,46814
LOU,LOU3,12/31/2024,59730
LOU,LOU1,1/2/2025,18258
LOU,LOU4,1/2/2025,1073600
LOU,LOU1,1/3/2025,97525
LOU,LOU2,1/3/2025,58868
LOU,LOU3,1/3/2025,48664
LOU,LOU4,1/3/2025,1241504
LOU,LOU1,1/4/2025,43059
LOU,LOU2,1/4/2025,35497
LOU,LOU3,1/4/2025,70770
LOU,LOU4,1/4/2025,1058112
LOU,LOU1,1/5/2025,83214
LOU,LOU2,1/5/2025,24079
LOU,LOU2,1/6/2025,53984
LOU,LOU1,1/7/2025,13630
LOU,LOU3,1/7/2025,113632
LOU,LOU4,1/7/2025,87296
LOU,LOU1,1/8/2025,85636
LOU,LOU2,1/8/2025,69228
LOU,LOU4,1/8/2025,395918
LOU,LOU5,1/8/2025,21308
LOU,LOU1,1/9/2025,34843
LOU,LOU2,1/9/2025,44342
LOU,LOU4,1/9/2025,883520
LOU,LOU5,1/9/2025,108935
LOU,LOU1,1/10/2025,104500
LOU,LOU2,1/10/2025,51811
LOU,LOU4,1/10/2025,482982
LOU,LOU1,1/11/2025,72605
LOU,LOU2,1/11/2025,72598
LOU,LOU4,1/11/2025,235111
LOU,LOU1,1/12/2025,21139
LOU,LOU2,1/12/2025,83887
LOU,LOU3,1/12/2025,60200
LOU,LOU1,1/13/2025,166420
LOU,LOU2,1/13/2025,95377
LOU,LOU4,1/13/2025,54860
LOU,LOU5,1/13/2025,143851
LOU,LOU2,1/14/2025,60860
LOU,LOU3,1/14/2025,55930
LOU,LOU4,1/14/2025,1254242
LOU,LOU1,1/15/2025,124782
LOU,LOU3,1/15/2025,134974
LOU,LOU4,1/15/2025,526944
LOU,LOU2,1/16/2025,67133
LOU,LOU4,1/16/2025,451079
LOU,LOU1,1/17/2025,47392
LOU,LOU2,1/17/2025,69130
LOU,LOU3,1/17/2025,144610
LOU,LOU4,1/17/2025,1035650
LOU,LOU1,1/18/2025,69100
LOU,LOU2,1/18/2025,34221
LOU,LOU4,1/18/2025,9023
LOU,LOU1,1/19/2025,50370
LOU,LOU2,1/19/2025,130153
LOU,LOU4,1/19/2025,347034
LOU,LOU1,1/20/2025,167872
LOU,LOU2,1/20/2025,3211
LOU,LOU3,1/20/2025,54210
LOU,LOU4,1/20/2025,621219
LOU,LOU5,1/20/2025,70840
LOU,LOU2,1/21/2025,60171
LOU,LOU3,1/21/2025,26348
LOU,LOU2,1/22/2025,28977
LOU,LOU3,1/22/2025,9792
LOU,LOU4,1/22/2025,437196
LOU,LOU1,1/23/2025,68058
LOU,LOU2,1/23/2025,56746
LOU,LOU3,1/23/2025,172438
LOU,LOU4,1/23/2025,544256
LOU,LOU5,1/23/2025,171636
LOU,LOU1,1/24/2025,80720
LOU,LOU2,1/24/2025,83501
LOU,LOU4,1/24/2025,561796
LOU,LOU1,1/25/2025,52696
LOU,LOU2,1/25/2025,43679
LOU,LOU4,1/25/2025,543136
LOU,LOU1,1/26/2025,99857
LOU,LOU2,1/26/2025,109755
LOU,LOU3,1/26/2025,67000
LOU,LOU4,1/26/2025,389664
LOU,LOU1,1/27/2025,60353
LOU,LOU2,1/27/2025,35497
LOU,LOU4,1/27/2025,41544
LOU,LOU5,1/27/2025,23213
LOU,LOU1,1/28/2025,30620
LOU,LOU2,1/28/2025,72524
LOU,LOU3,1/28/2025,23380
LOU,LOU4,1/28/2025,744475
LOU,LOU5,1/28/2025,43139
LOU,LOU1,1/29/2025,107999
LOU,LOU2,1/29/2025,65141
LOU,LOU3,1/29/2025,204390
LOU,LOU4,1/29/2025,400855
LOU,LOU5,1/29/2025,38309
LOU,LOU1,1/30/2025,28176
LOU,LOU2,1/30/2025,92581
LOU,LOU4,1/30/2025,406493
LOU,LOU1,1/31/2025,47108
LOU,LOU2,1/31/2025,12753
LOU,LOU4,1/31/2025,550834
LOU,LOU5,1/31/2025,13870
LOU,LOU1,2/1/2025,131386
LOU,LOU2,2/1/2025,29463
LOU,LOU4,2/1/2025,72552
LOU,LOU5,2/1/2025,71807
LOU,LOU1,2/2/2025,43448
LOU,LOU2,2/2/2025,62851
LOU,LOU4,2/2/2025,1021856
LOU,LOU1,2/3/2025,53939
LOU,LOU2,2/3/2025,40778
LOU,LOU3,2/3/2025,144228
LOU,LOU4,2/3/2025,443872
LOU,LOU5,2/3/2025,55157
LOU,LOU1,2/4/2025,143560
LOU,LOU2,2/4/2025,104900
LOU,LOU4,2/4/2025,1195764
LOU,LOU3,2/5/2025,40502
LOU,LOU4,2/5/2025,421304
LOU,LOU5,2/5/2025,19704
LOU,LOU2,2/6/2025,44141
LOU,LOU3,2/6/2025,55330
LOU,LOU4,2/6/2025,302368
LOU,LOU5,2/6/2025,62512
LOU,LOU1,2/7/2025,61739
LOU,LOU2,2/7/2025,83620
LOU,LOU3,2/7/2025,145998
LOU,LOU4,2/7/2025,581131
LOU,LOU1,2/8/2025,41229
LOU,LOU2,2/8/2025,13710
LOU,LOU4,2/8/2025,245307
LOU,LOU1,2/9/2025,134848
LOU,LOU2,2/9/2025,58302
LOU,LOU4,2/9/2025,971872
LOU,LOU5,2/9/2025,29665
LOU,LOU2,2/10/2025,96549
LOU,LOU3,2/10/2025,97566
LOU,LOU4,2/10/2025,486112
LOU,LOU5,2/10/2025,59275
LOU,LOU1,2/11/2025,63605
LOU,LOU2,2/11/2025,68317
LOU,LOU3,2/11/2025,62328
LOU,LOU4,2/11/2025,574928
LOU,LOU1,2/12/2025,198545
LOU,LOU2,2/12/2025,50514
LOU,LOU4,2/12/2025,566232
LOU,LOU2,2/13/2025,64106
LOU,LOU3,2/13/2025,65460
LOU,LOU4,2/13/2025,79604
LOU,LOU5,2/13/2025,96789
LOU,LOU2,2/14/2025,44166
LOU,LOU3,2/14/2025,60298
LOU,LOU4,2/14/2025,741443
LOU,LOU1,2/15/2025,48440
LOU,LOU3,2/15/2025,55090
